,Unnamed: 0,Name,All-Star Year,Age,Team,League,Position,Games Played,Games Started,MPG,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Previous Times All-Star,First Appearance
105,105,Anthony Davis,2019,25,NOP,NBA,C,56,56,33.0,9.5,18.3,0.517,0.9,2.6,.331,8.6,15.7,0.547,0.54,6.1,7.7,0.794,3.1,8.9,12.0,3.9,1.6,2.4,2.0,2.4,25.9,4,False
106,106,Stephen Curry,2019,30,GSW,NBA,PG,69,69,33.8,9.2,19.4,0.47200000000000003,5.1,11.7,.437,4.0,7.7,0.525,0.604,3.8,4.2,0.9159999999999999,0.7,4.7,5.3,5.2,1.3,0.4,2.8,2.4,27.3,5,False
107,107,Giannis Antetokounmpo,2019,24,MIL,NBA,PF,72,72,32.8,10.0,17.3,0.578,0.7,2.8,.256,9.3,14.5,0.6409999999999999,0.599,6.9,9.5,0.7290000000000001,2.2,10.3,12.5,5.9,1.3,1.5,3.7,3.2,27.7,2,False
108,108,Paul George,2019,28,OKC,NBA,SF,77,77,36.9,9.2,21.0,0.43799999999999994,3.8,9.8,.386,5.4,11.1,0.484,0.529,5.9,7.0,0.8390000000000001,1.4,6.8,8.2,4.1,2.2,0.4,2.7,2.8,28.0,5,False
109,109,Joel Embiid,2019,24,PHI,NBA,C,64,64,33.7,9.1,18.7,0.484,1.2,4.1,.300,7.8,14.6,0.535,0.517,8.2,10.1,0.804,2.5,11.1,13.6,3.7,0.7,1.9,3.5,3.3,27.5,1,False
110,110,Kemba Walker,2019,28,CHO,NBA,PG,82,82,34.9,8.9,20.5,0.434,3.2,8.9,.356,5.7,11.6,0.494,0.511,4.6,5.5,0.8440000000000001,0.6,3.8,4.4,5.9,1.2,0.4,2.6,1.6,25.6,2,False
111,111,Khris Middleton,2019,27,MIL,NBA,SF,77,77,31.1,6.6,14.9,0.441,2.3,6.2,.378,4.2,8.8,0.485,0.519,2.8,3.4,0.8370000000000001,0.6,5.3,6.0,4.3,1.0,0.1,2.3,2.2,18.3,0,True
112,112,Blake Griffin,2019,29,DET,NBA,PF,75,75,35.0,8.3,17.9,0.462,2.5,7.0,.362,5.7,10.9,0.525,0.532,5.5,7.3,0.753,1.3,6.2,7.5,5.4,0.7,0.4,3.4,2.7,24.5,4,False
113,113,Russell Westbrook,2019,30,OKC,NBA,PG,73,73,36.0,8.6,20.2,0.428,1.6,5.6,.290,7.0,14.5,0.48100000000000004,0.46799999999999997,4.1,6.2,0.6559999999999999,1.5,9.6,11.1,10.7,1.9,0.5,4.5,3.4,22.9,7,False
114,114,Nikola Jokić,2019,23,DEN,NBA,C,80,80,31.3,7.7,15.1,0.511,1.0,3.4,.307,6.7,11.7,0.569,0.545,3.6,4.4,0.821,2.9,8.0,10.8,7.3,1.4,0.7,3.1,2.9,20.1,0,True
115,115,Kyle Lowry,2019,32,TOR,NBA,PG,65,65,34.0,4.7,11.4,0.41100000000000003,2.4,7.0,.347,2.3,4.4,0.514,0.518,2.5,3.0,0.83,0.6,4.2,4.8,8.7,1.4,0.5,2.8,2.6,14.2,4,False
116,116,D'Angelo Russell,2019,22,BRK,NBA,PG,81,81,30.2,8.1,18.7,0.434,2.9,7.8,.369,5.2,10.9,0.48200000000000004,0.512,2.0,2.5,0.78,0.7,3.2,3.9,7.0,1.2,0.2,3.1,1.7,21.1,0,True
117,117,Nikola Vučević,2019,28,ORL,NBA,C,80,80,31.4,8.8,16.9,0.518,1.1,2.9,.364,7.7,14.0,0.5489999999999999,0.5489999999999999,2.2,2.8,0.789,2.8,9.2,12.0,3.8,1.0,1.1,2.0,2.0,20.8,0,True
118,118,Dirk Nowitzki,2019,40,DAL,NBA,PF,51,20,15.6,2.6,7.4,0.359,1.3,4.0,.312,1.4,3.4,0.415,0.444,0.8,1.0,0.78,0.1,3.0,3.1,0.7,0.2,0.4,0.4,1.5,7.3,13,False
119,119,LeBron James,2018,33,CLE,NBA,PF,82,82,36.9,10.5,19.3,0.542,1.8,5.0,.367,8.6,14.3,0.603,0.59,4.7,6.5,0.731,1.2,7.5,8.6,9.1,1.4,0.9,4.2,1.7,27.5,13,False
120,120,Kevin Durant,2018,29,GSW,NBA,SF,68,68,34.2,9.3,18.0,0.516,2.5,6.1,.419,6.7,11.9,0.565,0.586,5.3,5.9,0.889,0.5,6.4,6.8,5.4,0.7,1.8,3.0,2.0,26.4,8,False
121,121,Russell Westbrook,2018,29,OKC,NBA,PG,80,80,36.4,9.5,21.1,0.449,1.2,4.1,.298,8.3,17.0,0.485,0.47700000000000004,5.2,7.1,0.737,1.9,8.2,10.1,10.3,1.8,0.3,4.8,2.5,25.4,6,False
122,122,Kyrie Irving,2018,25,BOS,NBA,PG,60,60,32.2,8.9,18.1,0.491,2.8,6.8,.408,6.1,11.3,0.541,0.568,3.9,4.4,0.889,0.6,3.2,3.8,5.1,1.1,0.3,2.3,2.0,24.4,4,False
123,123,Anthony Davis,2018,24,NOP,NBA,PF,75,75,36.4,10.4,19.5,0.534,0.7,2.2,.340,9.7,17.3,0.5579999999999999,0.552,6.6,8.0,0.828,2.5,8.6,11.1,2.3,1.5,2.6,2.2,2.1,28.1,3,False
124,124,Paul George,2018,27,OKC,NBA,SF,79,79,36.6,7.3,17.0,0.43,3.1,7.7,.401,4.2,9.3,0.45399999999999996,0.521,4.3,5.2,0.8220000000000001,0.9,4.7,5.7,3.3,2.0,0.5,2.7,2.9,21.9,4,False
125,125,Andre Drummond,2018,24,DET,NBA,C,78,78,33.7,6.0,11.3,0.529,0.0,0.1,.000,6.0,11.2,0.536,0.529,3.1,5.1,0.605,5.1,10.9,16.0,3.0,1.5,1.6,2.6,3.2,15.0,1,False
126,126,Bradley Beal,2018,24,WAS,NBA,SG,82,82,36.3,8.3,18.1,0.46,2.4,6.5,.375,5.9,11.6,0.507,0.527,3.6,4.5,0.7909999999999999,0.7,3.7,4.4,4.5,1.2,0.4,2.6,2.0,22.6,0,True
127,127,Victor Oladipo,2018,25,IND,NBA,SG,75,75,34.0,8.5,17.9,0.47700000000000004,2.1,5.8,.371,6.4,12.1,0.528,0.537,3.9,4.9,0.799,0.6,4.6,5.2,4.3,2.4,0.8,2.9,2.3,23.1,0,True
128,128,Kemba Walker,2018,27,CHO,NBA,PG,80,80,34.2,7.4,17.0,0.431,2.9,7.5,.384,4.5,9.5,0.469,0.516,4.5,5.3,0.8640000000000001,0.4,2.7,3.1,5.6,1.1,0.3,2.2,1.2,22.1,1,False
129,129,Goran Dragić,2018,31,MIA,NBA,PG,75,75,31.7,6.5,14.3,0.45,1.5,4.0,.370,5.0,10.3,0.48100000000000004,0.502,2.9,3.6,0.8009999999999999,0.7,3.4,4.1,4.8,0.8,0.2,2.2,2.4,17.3,0,True
130,130,LaMarcus Aldridge,2018,32,SAS,NBA,C,75,75,33.5,9.2,18.0,0.51,0.4,1.2,.293,8.8,16.7,0.526,0.52,4.5,5.3,0.8370000000000001,3.3,5.2,8.5,2.0,0.6,1.2,1.5,2.1,23.1,5,False
131,131,James Harden,2018,28,HOU,NBA,SG,72,72,35.4,9.0,20.1,0.449,3.7,10.0,.367,5.4,10.1,0.531,0.541,8.7,10.1,0.858,0.6,4.8,5.4,8.8,1.8,0.7,4.4,2.3,30.4,5,False
132,132,DeMar DeRozan,2018,28,TOR,NBA,SG,80,80,33.9,8.1,17.7,0.456,1.1,3.6,.310,7.0,14.1,0.494,0.488,5.8,7.0,0.825,0.7,3.2,3.9,5.2,1.1,0.3,2.2,1.9,23.0,3,False
133,133,Stephen Curry,2018,29,GSW,NBA,PG,51,51,32.0,8.4,16.9,0.495,4.2,9.8,.423,4.2,7.1,0.595,0.618,5.5,5.9,0.9209999999999999,0.7,4.4,5.1,6.1,1.6,0.2,3.0,2.2,26.4,4,False
134,134,Giannis Antetokounmpo,2018,23,MIL,NBA,PF,75,75,36.7,9.9,18.7,0.529,0.6,1.9,.307,9.3,16.8,0.5539999999999999,0.545,6.5,8.5,0.76,2.1,8.0,10.0,4.8,1.5,1.4,3.0,3.1,26.9,1,False
135,135,Joel Embiid,2018,23,PHI,NBA,C,63,63,30.3,8.1,16.8,0.483,1.0,3.4,.308,7.0,13.4,0.527,0.514,5.7,7.4,0.769,2.3,8.7,11.0,3.2,0.6,1.8,3.7,3.3,22.9,0,True
136,136,Kyle Lowry,2018,31,TOR,NBA,PG,78,78,32.2,5.2,12.1,0.42700000000000005,3.1,7.6,.399,2.1,4.5,0.474,0.5529999999999999,2.9,3.3,0.8540000000000001,0.8,4.7,5.6,6.9,1.1,0.2,2.3,2.5,16.2,3,False
