,Year,Name,Position,Age,Team,Games Played,Games Started,MPG,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Previous Times All-Star,Win Percent,PTS/FGA,% All Star,Unbiased % All Star,Change
339,2024,Alec Burks,SG,32,DET,75,43,19.6,3.4,9.0,.382,2.0,5.3,.380,1.4,3.7,.385,.495,2.6,2.9,.882,0.4,1.8,2.3,1.3,0.4,0.3,0.7,1.5,11.5,0,.077,1.2777777777777777,0.0,0.0,=
340,2024,Ish Smith,PG,35,CHO,76,47,16.8,1.7,3.7,.457,0.1,0.2,.333,1.6,3.5,.464,.466,0.1,0.1,.750,0.3,1.4,1.7,3.1,0.3,0.1,1.3,1.0,3.6,0,.216,0.9729729729729729,0.0,0.0,=
341,2024,Moses Brown,C,24,POR,52,47,9.1,1.0,2.3,.429,0.0,0.0,0,1.0,2.3,.429,.429,0.0,0.4,.000,2.0,3.1,5.1,0.2,0.2,0.3,0.4,1.2,2.0,0,.256,0.8695652173913044,0.0,0.0,=
342,2024,Kobe Bufkin,SG,20,ATL,46,44,2.0,0.0,1.5,.000,0.0,0.5,.000,0.0,1.0,.000,.000,0.5,1.0,.500,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0,.395,0.3333333333333333,0.0,0.0,=
343,2024,Jared Butler,SG,23,WAS,61,44,7.5,1.6,2.9,.560,0.6,1.4,.417,1.1,1.5,.692,.660,0.7,0.9,.800,0.0,0.6,0.6,1.8,0.5,0.1,0.6,0.8,4.6,0,.184,1.586206896551724,0.0,0.0,=
344,2024,Ryan Arcidiacono,PG,29,NYK,57,43,2.4,0.0,0.4,.000,0.0,0.4,.000,0.0,0.0,0,.000,0.0,0.0,0,0.0,0.4,0.4,0.2,0.1,0.0,0.0,0.3,0.0,0,.590,0.0,0.0,0.0,=
345,2024,Jaden Springer,SG,21,PHI,69,45,9.9,1.1,3.2,.351,0.2,1.0,.200,0.9,2.2,.423,.383,0.5,0.8,.722,0.8,0.6,1.4,0.9,0.5,0.4,0.8,1.4,3.0,0,.649,0.9375,0.0,0.0,=
346,2024,Javonte Smart,PG,24,PHI,46,45,1.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,.649,0.0,0.0,0.0,=
347,2024,Jeenathan Williams,SG,24,HOU,49,44,6.2,1.6,2.8,.571,0.0,0.4,.000,1.6,2.4,.667,.571,0.4,0.6,.667,0.4,0.0,0.4,0.4,0.2,0.0,0.0,0.6,3.6,0,.500,1.2857142857142858,0.0,0.0,=
348,2024,Emoni Bates,SF,20,CLE,55,45,7.6,0.6,2.5,.240,0.5,2.0,.250,0.1,0.5,.200,.340,0.1,0.2,.500,0.1,0.9,1.0,0.6,0.1,0.2,0.1,0.5,1.8,0,.595,0.72,0.0,0.0,=
349,2024,Thanasis Antetokounmpo,PF,31,MIL,58,42,4.3,0.4,0.9,.500,0.0,0.0,0,0.4,0.9,.500,.500,0.0,0.0,0,0.3,0.3,0.5,0.5,0.1,0.1,0.4,0.8,0.9,0,.700,1.0,0.0,0.0,=
350,2024,Jalen Slawson,SF,24,SAC,48,43,3.8,0.4,0.6,.667,0.0,0.2,.000,0.4,0.4,1.000,.667,0.0,0.0,0,0.0,0.8,0.8,0.4,0.0,0.2,0.4,0.6,0.8,0,.590,1.3333333333333335,0.0,0.0,=
351,2024,Admiral Schofield,PF,26,ORL,54,43,4.0,0.5,1.2,.385,0.2,0.7,.250,0.3,0.5,.600,.462,0.0,0.2,.000,0.1,0.5,0.5,0.4,0.0,0.0,0.4,0.6,1.1,0,.538,0.9166666666666667,0.0,0.0,=
352,2024,Pat Connaughton,SF,31,MIL,76,42,22.2,1.9,4.5,.421,1.1,3.2,.355,0.7,1.2,.595,.549,0.4,0.6,.737,0.7,2.7,3.4,1.9,0.4,0.2,0.6,1.3,5.3,0,.700,1.1777777777777778,0.0,0.0,=
353,2024,Cody Zeller,C,31,NOP,70,42,9.0,0.7,1.8,.388,0.0,0.1,.333,0.6,1.6,.391,.398,0.7,1.2,.606,1.2,1.6,2.8,1.1,0.1,0.1,0.4,1.3,2.1,0,.600,1.1666666666666667,0.0,0.0,=
354,2024,Sidy Cissoko,SF,19,SAS,49,44,6.4,0.2,1.2,.167,0.0,0.8,.000,0.2,0.4,.500,.167,0.8,0.8,1.000,0.0,1.2,1.2,0.0,0.6,0.0,0.2,0.4,1.2,0,.184,1.0,0.0,0.0,=
355,2024,Brice Sensabaugh,SF,20,UTA,45,41,3.0,0.5,1.5,.333,0.3,0.5,.500,0.3,1.0,.250,.417,0.0,0.0,0,0.3,0.5,0.8,0.5,0.0,0.0,0.0,0.3,1.3,0,.512,0.8666666666666667,0.0,0.0,=
356,2024,Ochai Agbaji,SG,23,UTA,82,51,20.3,2.3,5.4,.436,1.0,3.2,.331,1.3,2.2,.589,.534,0.3,0.4,.733,0.8,1.8,2.6,1.0,0.6,0.5,0.7,1.5,6.0,0,.512,1.111111111111111,0.0,0.0,=
381,2024,Patrick Baldwin Jr.,SF,21,WAS,54,44,7.1,0.8,2.4,.333,0.3,1.0,.300,0.5,1.4,.357,.396,0.6,0.8,.750,0.5,1.5,2.0,0.3,0.0,0.2,0.3,1.0,2.5,0,.184,1.0416666666666667,0.0,0.0,=
382,2024,Lindy Waters III,SG,26,OKC,58,44,7.9,1.1,2.6,.432,1.1,2.5,.429,0.1,0.1,.500,.635,0.0,0.0,0,0.1,0.8,0.9,0.6,0.0,0.1,0.1,0.7,3.4,0,.711,1.3076923076923077,0.0,0.0,=
383,2024,Dāvis Bertāns,PF,31,OKC,56,44,6.9,0.8,2.0,.375,0.8,1.8,.409,0.0,0.2,.000,.563,1.2,1.3,.933,0.2,0.7,0.8,0.7,0.2,0.2,0.1,0.8,3.4,0,.711,1.7,0.0,0.0,=
407,2024,Matisse Thybulle,SF,26,POR,80,56,22.8,2.0,4.7,.417,1.4,3.8,.371,0.6,0.9,.600,.566,0.3,0.4,.786,0.4,1.6,2.1,1.0,1.6,0.9,0.5,1.2,5.6,0,.256,1.1914893617021276,0.0,0.0,=
409,2024,Amari Bailey,PG,19,CHO,47,45,5.5,1.0,3.0,.333,0.0,1.0,.000,1.0,2.0,.500,.333,0.5,1.0,.500,1.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,2.5,0,.216,0.8333333333333334,0.0,0.0,=
410,2024,Jacob Toppin,SF,23,NYK,46,43,1.3,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.3,0.0,0.3,0.0,0.0,0.0,0,.590,0.0,0.0,0.0,=
411,2024,Chris Boucher,PF,31,TOR,79,43,14.1,2.2,4.4,.488,0.7,1.9,.357,1.5,2.5,.589,.566,1.3,1.8,.750,1.1,2.8,3.9,0.4,0.4,0.5,0.5,1.4,6.4,0,.385,1.4545454545454546,0.0,0.0,=
412,2024,Onuralp Bitim,SG,24,CHI,42,41,3.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,.463,0.0,0.0,0.0,=
413,2024,Johnny Juzang,SG,22,UTA,42,41,4.0,0.0,2.0,.000,0.0,2.0,.000,0.0,0.0,0,.000,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,.512,0.0,0.0,0.0,=
414,2024,Olivier Sarr,C,24,OKC,52,44,8.4,0.8,1.4,.545,0.3,0.6,.400,0.5,0.8,.667,.636,0.8,1.0,.750,0.8,2.5,3.3,0.3,0.0,0.6,0.3,1.8,2.5,0,.711,1.7857142857142858,0.0,0.0,=
415,2024,Leonard Miller,SF,20,MIN,48,43,3.8,1.2,1.8,.667,0.2,0.6,.333,1.0,1.2,.833,.722,0.0,0.0,0,0.0,1.8,1.8,0.2,0.2,0.2,0.2,0.6,2.6,0,.718,1.4444444444444444,0.0,0.0,=
416,2024,D'Moi Hodge,SG,25,LAL,49,42,5.9,0.7,2.1,.333,0.4,1.7,.250,0.3,0.4,.667,.433,0.1,0.3,.500,0.0,0.0,0.0,0.7,0.1,0.1,0.1,0.6,2.0,0,.475,0.9523809523809523,0.0,0.0,=
417,2024,Nate Hinton,SG,24,HOU,49,44,5.2,0.8,1.8,.444,0.8,1.0,.800,0.0,0.8,.000,.667,0.0,0.0,0,0.4,0.6,1.0,0.2,0.0,0.0,0.2,1.0,2.4,0,.500,1.3333333333333333,0.0,0.0,=
418,2024,Miles McBride,PG,23,NYK,69,44,8.2,1.4,3.0,.481,0.9,1.8,.479,0.5,1.1,.483,.630,0.2,0.3,.714,0.2,0.5,0.7,0.9,0.3,0.0,0.2,0.9,3.9,0,.590,1.3,0.0,0.0,=
419,2024,Jaxson Hayes,C,23,LAL,74,43,10.3,1.3,1.9,.672,0.0,0.1,.000,1.3,1.8,.719,.672,0.5,0.9,.536,0.5,1.3,1.8,0.3,0.2,0.4,0.6,1.9,3.0,0,.475,1.5789473684210527,0.0,0.0,=
420,2024,Jalen McDaniels,SF,26,TOR,67,43,9.4,1.1,3.3,.342,0.3,1.6,.184,0.8,1.7,.488,.386,0.6,0.8,.778,0.3,1.0,1.3,0.6,0.4,0.1,0.3,1.0,3.1,0,.385,0.9393939393939394,0.0,0.0,=
421,2024,Doug McDermott,SF,32,SAS,77,44,15.8,2.2,4.7,.461,1.8,3.8,.468,0.4,0.9,.433,.649,0.3,0.5,.667,0.1,0.9,1.1,1.3,0.3,0.1,0.5,1.1,6.4,0,.184,1.3617021276595744,0.0,0.0,=
422,2024,JaVale McGee,C,36,SAC,75,43,8.1,1.9,3.0,.632,0.0,0.1,.000,1.9,2.9,.645,.632,0.8,1.2,.632,1.0,2.0,3.0,0.4,0.2,0.6,1.0,1.1,4.5,0,.590,1.5,0.0,0.0,=
423,2024,Jordan McLaughlin,PG,27,MIN,61,43,8.4,0.9,2.2,.400,0.4,1.3,.333,0.4,0.9,.500,.500,0.2,0.2,.750,0.2,0.6,0.8,1.8,0.7,0.2,0.2,0.4,2.4,0,.718,1.0909090909090908,0.0,0.0,=
424,2024,Josh Hart,SF,28,NYK,82,49,28.2,2.8,6.4,.444,0.9,2.8,.330,1.9,3.6,.532,.516,0.7,0.9,.794,1.2,5.1,6.2,2.8,0.8,0.2,1.2,1.9,7.3,0,.590,1.140625,0.0,0.0,=
425,2024,Shaquille Harrison,SG,30,MEM,46,43,2.0,0.3,0.7,.500,0.0,0.0,0,0.3,0.7,.500,.500,0.0,0.0,0,0.0,0.7,0.7,0.0,0.0,0.3,0.0,0.0,0.7,0,.359,1.0,0.0,0.0,=
426,2024,Jordan Miller,SF,24,LAC,47,43,4.0,0.8,1.3,.600,0.3,0.3,1.000,0.5,1.0,.500,.700,0.0,0.0,0,0.5,0.3,0.8,0.0,0.0,0.0,0.3,0.5,1.8,0,.641,1.3846153846153846,0.0,0.0,=
427,2024,Ron Harper Jr.,PF,23,TOR,44,43,4.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0,.385,0.0,0.0,0.0,=
408,2024,James Bouknight,SG,23,CHO,54,45,6.7,1.3,3.0,.444,1.0,2.2,.450,0.3,0.8,.429,.611,0.1,0.2,.500,0.1,0.9,1.0,0.7,0.0,0.1,0.1,0.2,3.8,0,.216,1.2666666666666666,0.0,0.0,=
406,2024,JT Thor,PF,21,CHO,76,46,14.9,1.3,3.8,.342,0.5,1.6,.300,0.8,2.2,.373,.406,0.1,0.2,.429,1.1,1.7,2.7,0.4,0.2,0.4,0.2,1.2,3.2,0,.216,0.8421052631578948,0.0,0.0,=
384,2024,Jules Bernard,SG,24,WAS,47,44,5.0,0.3,2.7,.125,0.0,2.0,.000,0.3,0.7,.500,.125,0.0,0.0,0,0.3,0.0,0.3,0.3,0.0,0.0,0.3,1.0,0.7,0,.184,0.25925925925925924,0.0,0.0,=
405,2024,Tristan Thompson,PF,32,CLE,77,45,11.8,1.6,2.4,.671,0.0,0.0,0,1.6,2.4,.671,.671,0.4,1.3,.325,1.7,2.0,3.7,1.0,0.2,0.3,0.6,1.5,3.6,0,.595,1.5,0.0,0.0,=
385,2024,MarJon Beauchamp,SF,23,MIL,75,43,15.5,1.9,4.0,.485,0.8,1.9,.403,1.2,2.1,.557,.580,0.4,0.6,.600,0.6,1.9,2.5,0.8,0.3,0.2,0.7,1.4,5.0,0,.700,1.25,0.0,0.0,=
386,2024,TyTy Washington Jr.,PG,22,MIL,44,42,3.0,0.5,1.5,.333,0.5,1.0,.500,0.0,0.5,.000,.500,0.0,0.0,0,0.0,0.5,0.5,0.0,0.5,0.0,1.0,0.0,1.5,0,.700,1.0,0.0,0.0,=
387,2024,Moritz Wagner,C,26,ORL,82,44,19.5,4.5,7.5,.594,0.5,1.8,.300,3.9,5.7,.686,.630,2.1,2.6,.792,1.6,3.1,4.7,1.3,0.5,0.3,1.3,2.3,11.5,0,.538,1.5333333333333334,0.0,0.0,=
388,2024,Ish Wainright,SF,29,POR,50,43,6.6,0.9,2.6,.333,0.9,2.3,.375,0.0,0.3,.000,.500,0.3,0.3,1.000,0.0,1.3,1.3,0.0,0.3,0.1,0.1,0.6,2.9,0,.256,1.1153846153846154,0.0,0.0,=
389,2024,Jabari Walker,SF,21,POR,78,44,19.5,3.0,6.1,.493,0.5,1.9,.292,2.5,4.2,.581,.538,1.8,2.4,.771,1.8,3.9,5.7,0.9,0.7,0.4,1.0,2.3,8.4,0,.256,1.377049180327869,0.0,0.0,=
390,2024,Oscar Tshiebwe,PF,24,IND,48,43,4.4,1.4,2.2,.636,0.0,0.0,0,1.4,2.2,.636,.636,0.6,0.8,.750,0.4,0.8,1.2,0.4,0.0,0.0,0.0,0.2,3.4,0,.590,1.5454545454545452,0.0,0.0,=
392,2024,Kendall Brown,SG,20,IND,45,43,2.5,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0,.590,0.0,0.0,0.0,=
393,2024,Christian Braun,SG,22,DEN,82,41,19.5,2.9,6.3,.457,0.7,1.9,.372,2.2,4.4,.494,.514,1.3,1.8,.707,0.7,2.9,3.6,1.6,0.4,0.4,0.8,1.6,7.8,0,.683,1.2380952380952381,0.0,0.0,=
394,2024,Greg Brown III,PF,22,DAL,48,42,6.7,0.8,1.8,.455,0.2,0.5,.333,0.7,1.3,.500,.500,0.7,1.5,.444,0.5,1.0,1.5,0.7,0.0,0.7,0.7,0.8,2.5,0,.575,1.3888888888888888,0.0,0.0,=
395,2024,Cole Swider,SF,24,MIA,50,43,5.0,1.1,2.4,.471,0.7,1.9,.385,0.4,0.6,.750,.618,0.0,0.0,0,0.1,0.1,0.3,0.4,0.1,0.1,0.3,0.1,3.0,0,.590,1.25,0.0,0.0,=
396,2024,Brandon Williams,PG,24,DAL,46,42,6.5,1.0,2.0,.500,0.3,0.3,1.000,0.8,1.8,.429,.563,0.5,1.3,.400,0.5,0.5,1.0,1.0,0.3,0.3,0.5,0.3,2.8,0,.575,1.4,0.0,0.0,=
397,2024,Jarace Walker,PF,20,IND,55,43,8.3,1.3,2.8,.441,0.4,1.2,.357,0.8,1.7,.500,.515,0.5,0.6,.857,0.2,0.9,1.1,1.1,0.3,0.3,0.3,1.0,3.4,0,.590,1.2142857142857144,0.0,0.0,=
398,2024,Terry Taylor,PF,24,CHI,55,41,7.1,0.9,1.4,.600,0.0,0.3,.000,0.9,1.1,.750,.600,0.1,0.1,1.000,0.8,0.4,1.2,0.2,0.2,0.1,0.4,0.7,1.8,0,.463,1.2857142857142858,0.0,0.0,=
399,2024,Garrett Temple,SG,37,TOR,52,43,4.3,0.7,1.0,.667,0.2,0.3,.667,0.4,0.7,.667,.778,0.2,0.2,1.000,0.1,0.4,0.6,0.7,0.1,0.0,0.2,0.3,1.8,0,.385,1.8,0.0,0.0,=
400,2024,Dalen Terry,SG,21,CHI,66,42,9.9,0.8,2.0,.392,0.2,1.2,.207,0.6,0.9,.636,.451,0.4,0.6,.786,0.3,1.3,1.6,1.2,0.2,0.3,0.5,1.2,2.3,0,.463,1.15,0.0,0.0,=
401,2024,Lindell Wigginton,PG,25,MIL,45,42,2.7,0.7,1.7,.400,0.0,0.7,.000,0.7,1.0,.667,.400,0.7,0.7,1.000,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,2.0,0,.700,1.1764705882352942,0.0,0.0,=
402,2024,Aaron Wiggins,SG,25,OKC,80,44,12.2,1.9,3.3,.571,0.5,1.0,.486,1.4,2.3,.607,.643,0.6,0.8,.741,0.6,1.6,2.2,0.8,0.5,0.1,0.5,1.2,4.8,0,.711,1.4545454545454546,0.0,0.0,=
403,2024,Juan Toscano-Anderson,SF,30,SAC,54,43,4.8,0.3,1.1,.250,0.1,0.4,.250,0.2,0.7,.250,.292,0.0,0.0,0,0.4,0.9,1.3,0.4,0.1,0.1,0.2,1.0,0.6,0,.590,0.5454545454545454,0.0,0.0,=
404,2024,Jamaree Bouyea,PG,24,POR,49,43,9.5,0.8,3.5,.238,0.0,1.3,.000,0.8,2.2,.385,.238,0.0,0.0,0,0.3,1.3,1.7,1.3,0.0,0.0,1.3,0.5,1.7,0,.256,0.4857142857142857,0.0,0.0,=
522,2024,Lester Quinones,SG,23,GSW,50,43,7.0,1.1,3.0,.381,0.7,1.7,.417,0.4,1.3,.333,.500,0.1,0.3,.500,0.4,0.9,1.3,0.6,0.1,0.0,0.6,0.9,3.1,0,.462,1.0333333333333334,0.0,0.0,=
